Collection_Code,Formula,Prototype
236841,LaC2,CaC2-I(I4/mmm)
4415,PtO2,CaCl2
621112,CeGa2,AlB2
169457,ZrH2,ThH2
647283,PdO2,Rutile#TiO2
56320,SiO2,Dodecasil-3C-frame
625406,CoTe2,Marcasite#FeS2(oP6)
101099,Hf2Rh,Ti2Ni
651387,WS2,MoS2(4H)
641194,YbIr2,Laves(cub)#MgCu2
612282,Au2S,Cuprite#Cu2O
199798,Zr2Rh,CuAl2
150598,MgB2,AlB2
657906,YNi2,Laves(cub)#MgCu2
648826,PdSe2,PdS2
15543,TiTe2,CdI2(hP3)
626127,ZrCr2,MgCu2(filled)-frame
1237,BaSi2,BaSi2#EuGe2
636452,GdSi2,ThSi2
618977,TmC2,CaC2-I(I4/mmm)
23797,V2C,hcp(filled)#Nb2N
181869,MgB2,AlB2
93732,AlO2,FeOOH
625348,TaCo2,Laves(cub)#MgCu2
380503,TmMg2,Laves(2H)#MgZn2
57002,LuB2,AlB2
624042,LuCo2,Laves(cub)#MgCu2
165251,Co2Si,Co2Si
258168,SnO2,Rutile#TiO2
607843,GdAl2,Laves(cub)#MgCu2
629566,DyFe2,Laves(cub)#MgCu2
9119,FeSi2,FeSi2(oS48)
23783,GeO2,Cristobalite#SiO2
167446,Cu2O,Cuprite#Cu2O
621884,CePt2,Laves(cub)#MgCu2
626133,ZrCr2,Mn2ZrHx-frame#MgZn2
57764,ErAl2,Laves(cub)#MgCu2
653023,TmTc2,Laves(2H)#MgZn2
99784,Ti2O,CdI2(hP3)
647056,YNi2,Laves(cub)#MgCu2
106523,TaCr2,Laves(cub)#MgCu2
647730,PrOs2,Laves(2H)#MgZn2
72725,NbS2,NbS2(SmS)1.19_misfit(NbS2_part)
611576,As2W,MoAs2
29047,NO2,N2O4
642884,ThMg2,Laves(cub)#MgCu2
22106,NiBr2,CdCl2(3R)
647724,PrOs2,Laves(2H)#MgZn2
15972,SrBr2,Cotunnite#PbCl2
105758,Zr2Pd,CuZr2
29735,MgH2,Rutile#TiO2
609463,TbAl2,Laves(cub)#MgCu2
652301,TaSi2,CrSi2
634084,YFe2,Laves(cub)#MgCu2
152628,ZrMn2,Laves(2H)#MgZn2
173180,Li2O,Fluorite#CaF2
197574,Fe2B,CuAl2
606036,Al2Au,Fluorite#CaF2
35446,CdI2,CdI2(hP24)
609311,ScAl2,Laves(cub)#MgCu2
606022,Al2Au,Fluorite#CaF2
614426,HfB2,AlB2
105002,YMn2,Laves(cub)#MgCu2
633927,TiFe2,Laves(2H)#MgZn2
88879,NbO2,NbO2
121639,TiO2,Anatase#TiO2
638899,HfSe2,CdI2(hP3)
621310,CeH2,Fluorite#CaF2
169641,TiO2,Rutile#TiO2
104491,LuIr2,Laves(cub)#MgCu2
174176,Mg2Cu,Mg2Cu
623261,GdCo2,Laves(cub)#MgCu2
241175,HgI2,HgI2
633072,FeP2,Marcasite#FeS2(oP6)
625610,YCo2,Laves(cub)#MgCu2
103498,HfFe2,Laves(cub)#MgCu2
86115,CoTe2,Marcasite#FeS2(oP6)
29090,UO2,Fluorite#CaF2
189979,PbO2,MnO2
66787,ZrO2,Zirconia#ZrO2(HT)
257703,BW2,CuAl2
105943,TbRh2,Laves(cub)#MgCu2
633700,SmFe2,Laves(cub)#MgCu2
94277,MgF2,Rutile#TiO2
9327,SiO2,Cristobalite#SiO2
622625,DyCo2,Laves(cub)#MgCu2
159966,FeO2,Diaspore#AlO(OH)
15027,FeP2,Marcasite#FeS2(oP6)
68782,ZrO2,Baddeleyite#ZrO2(mP12)
198684,YC2,CaC2-I(I4/mmm)
58655,BaHg2,CeCu2
189945,ZrCo2,Laves(cub)#MgCu2
102976,HoCu2,CeCu2
56678,SnO2,PdF2(cP12)
620998,CeFe2,Laves(cub)#MgCu2
150956,Mg2Si,Fluorite#CaF2
647903,PaP2,PrOI
159972,FeO2,Diaspore#AlO(OH)
12984,MnBi2,CuAl2
19179,CrSb2,CuAl2
163352,Si2Ni,Fluorite#CaF2
58643,BaCd2,CeCu2
631883,GdFe2,Laves(cub)#MgCu2
25680,FeSe2,Marcasite#FeS2(oP6)
630545,ErGa2,AlB2
43263,MoAs2,MoAs2
58125,PrAl2,Laves(cub)#MgCu2
622633,DyCo2,Laves(cub)#MgCu2
159970,FeO2,Diaspore#AlO(OH)
43511,AsRh2,Fluorite#CaF2
601954,Zr2Pd,MoSi2(filled)
150954,Mg2Ge,Fluorite#CaF2
636120,GdOs2,Laves(2H)#MgZn2
612096,LaAu2,CeCu2
633058,Fe2P,ZrNiAl#Fe2P
198692,Zr2Pd,CuZr2
58657,BaIn2,CeCu2
160667,SnO2,Rutile#TiO2
649904,PuRh2,Laves(cub)#MgCu2
629028,CuSe2,Marcasite#FeS2(oP6)
29086,UO2,Fluorite#CaF2
634079,YFe2,Laves(cub)#MgCu2
174174,MgCu2,Laves(cub)#MgCu2
629996,DyNi2,Laves(cub)#MgCu2
159958,FeO2,Diaspore#AlO(OH)
647083,YNi2,Laves(cub)#MgCu2
52346,PbCl2,Cotunnite#PbCl2
94275,MgF2,Rutile#TiO2
16504,TaGe2,CrSi2
66785,ZrO2,Zirconia#ZrO2(HT)
625606,YCo2,Laves(cub)#MgCu2
155810,MgH2,ZrO2(oP12)
646410,NiSb2,Marcasite#FeS2(oP6)
649723,Tb2Pt,TiNiSi#MgSrSi
35450,CdI2,CdI2(hP48)
633931,TiFe2,Laves(2H)#MgZn2
105772,PuPt2,Laves(cub)#MgCu2
197210,Hf2Zn,CuZr2
610130,Cr2As,ZrNiAl#Fe2P
63170,UTe2,UTe2
649051,Ti2Pd,CuZr2
616555,Ce2Bi,La2Sb
606746,AlCr2,AlCr2#MoSi2
28415,D2O,"H2O(III,IX)"
239999,EuO2,YOOH
77111,Bi2Pt,Pyrite#FeS2(cP12)
180778,ClO2,ClO2
197562,YCo2,Laves(cub)#MgCu2
189984,PbO2,MnO2
614424,HfB2,AlB2
623288,GdCo2,Laves(cub)#MgCu2
77677,RbO2,NaCl(defect)
172288,SiO2,Coesite#SiO2
23226,MgGa2,FeSmB4#YCrB4
606020,AlAu2,AlCr2#MoSi2
651178,TiS2,CdI2(hP3)
58864,TlBi2,CaHg2
611574,VAs2,OsGe2
106521,CrSn2,Mg2Cu
199215,W2C,CdI2(hP3)
29737,MgH2,Rutile#TiO2
150773,Hf2Al,CuAl2
631868,GdFe2,Laves(cub)#MgCu2
36171,HgCl2,HgCl2
93730,AlO2,FeOOH
164159,SiO2,Si64O128(tI192)
167450,ZrV2,Laves(cub)#MgCu2
636450,GdSi2,AlB2
639005,HfW2,Laves(cub)#MgCu2
166028,CrO2,Rutile#TiO2
611789,DyAu2,AlCr2#MoSi2
657904,CeNi2,Laves(cub)#MgCu2
108929,CdI2,CdI2(hP30)
605924,Th2Ag,CuAl2
624726,PrCo2,Laves(cub)#MgCu2
639011,HfW2,Laves(cub)#MgCu2
626131,ZrCr2,MgCu2(filled)-frame
638469,SmH2,Fluorite#CaF2
629564,DyFe2,Laves(cub)#MgCu2
23971,CrO2,InOOH
638441,PuH2,Fluorite#CaF2
106086,Ti2Sn,Ni2In#Co1.75Ge
625376,TbCo2,Laves(cub)#MgCu2
624068,MgCo2,Laves(2H)#MgZn2
236843,LaC2,CaC2-I(I4/mmm)
643795,MnTe2,Pyrite#FeS2(cP12)
66593,GeO2,Quartz(low)#SiO2
103698,YFe2,Laves(cub)#MgCu2
257517,SiO2,Rutile#TiO2
100391,AlO2,FeOOH
96112,Yb2Ge,TiNiSi#MgSrSi
108915,CdI2,CdI2(hP15)
419345,NdS2,CeSe2
100385,ZrIr2,Laves(cub)#MgCu2
291430,Mg2Si,Fluorite#CaF2
638333,ZrMn2,Mn2ZrHx-frame#MgZn2
197947,B2Mo,AlB2
638455,SmRu2,MgCu2(filled)-frame
630009,DyNi2,Laves(cub)#MgCu2
42357,Ca2As,La2Sb
198321,NpOs2,Laves(cub)#MgCu2
105570,ThOs2,Laves(cub)#MgCu2
61565,UO2,Fluorite#CaF2
403484,ZrO2,Baddeleyite#ZrO2(mP12)
155347,MgB2,AlB2
122871,Mg2Sn,Fluorite#CaF2
69887,LaC2,CaC2-I(I4/mmm)
251199,YbBr2,SrI2
150559,NiSe2,Pyrite#FeS2(cP12)
611992,HoAu2,AlCr2#MoSi2
656415,TeO2,Cristobalite#SiO2
122865,Mg2Si,Fluorite#CaF2
67666,ClO2,ClO2
77313,FeGe2,CuAl2
181664,D2Zr,ThH2
609677,YbAl2,Laves(cub)#MgCu2
156882,D2Ca,Cotunnite#PbCl2
108068,NbB2,AlB2
195639,MgZr2,MgZr2H6
647530,ThO2,Fluorite#CaF2
643742,MnSn2,CuAl2
122859,Mg2Si,Fluorite#CaF2
26160,BaCl2,Cotunnite#PbCl2
77449,SiO2,Dodecasil-3C-frame
647524,ThO2,Fluorite#CaF2
100346,SiO2,Quartz(low)#SiO2
109362,Pu2Mg,Fluorite#CaF2
36415,TiO2,Rutile#TiO2
26606,ZnF2,Rutile#TiO2
261714,Ba2In,Co2Si
261853,Cu2O,Cuprite#Cu2O
190812,KSn2,Laves(2H)#MgZn2
27487,NbO2,NbO2
629404,Ti2Cu,CuZr2
98077,BaO2,Ba(OH)2
53460,Fe2Ge,Ni2In#Co1.75Ge
606381,CeAl2,Laves(cub)#MgCu2
625558,YCo2,Laves(cub)#MgCu2
632024,FeGe2,CuAl2
292065,ScAl2,Laves(cub)#MgCu2
649482,PrZn2,CeCu2
618815,SrC2,CaC2-I(I4/mmm)
43101,As2Pd,Pyrite#FeS2(cP12)
156935,ErMn2,Mn2ZrHx-frame#MgZn2
58247,AmPt2,Laves(cub)#MgCu2
60900,ZrO2,Baddeleyite#ZrO2(mP12)
44646,In2Se,TiAs2
638535,YH2,Fluorite#CaF2
643187,MnO2,Rutile#TiO2
247670,D2Er,Fluorite#CaF2
108861,RuO2,Rutile#TiO2
15409,TiO2,Brookite#TiO2
52742,BkH2,Fluorite#CaF2
72492,Mg2Ru,Mg2RuHx-frame
281757,GaSe2,BeCl2
108875,MoO2,MoO2#VO2
646955,Ti2Ni,Ti2Ni
621716,CeO2,Fluorite#CaF2
105389,TaNi2,AlCr2#MoSi2
180397,BaO2,CaC2-I(I4/mmm)
42223,CdI2,CdI2(hP30)
609717,Zr2Al,CuAl2
623854,HoCo2,Laves(cub)#MgCu2
198255,ZrCr2,Laves(2H)#MgZn2
36549,MnS2,Pyrite#FeS2(cP12)
197166,Ti2Ga,Ni2In#Co1.75Ge
103713,Zr2Fe,Ti2Ni
609071,PrAl2,Laves(cub)#MgCu2
75302,SiO2,Cristobalite#SiO2
63560,NdC2,CaC2-I(I4/mmm)
606356,CeAl2,Laves(cub)#MgCu2
65105,Te2Au,AuTe2
87180,NaO2,NaO2
635944,GdMn2,Laves(cub)#MgCu2
624849,CoS2,Pyrite#FeS2(cP12)
680127,Ba2N,CdI2(hP3)
623840,HoCo2,Laves(cub)#MgCu2
197172,Hf2Ga,CuAl2
639818,In2Ir,Mg2Cu
626938,ZrCr2,Laves(cub)#MgCu2
44875,CeH2,Fluorite#CaF2
100568,PdF2,ZrOS
609703,ZrAl2,Laves(2H)#MgZn2
623868,HoCo2,Laves(cub)#MgCu2
199177,TiH2,Fluorite#CaF2
626910,TiCr2,Laves(cub)#MgCu2
25509,ZnO2,Zn(OH)2
68409,SiO2,Rutile#TiO2
199611,Si2W,AlCr2#MoSi2
638284,MgH2,Rutile#TiO2
626904,TiCr2,Laves(2H)#MgZn2
651554,SmSb2,SmSb2
108108,In2Bi,Ni2In#Co1.75Ge
423608,MgIn2,Laves(cub)#MgCu2
102343,DyCo2,Laves(cub)#MgCu2
102814,Th2In,CuAl2
642919,YbMg2,Laves(2H)#MgZn2
630431,ErFe2,Laves(cub)#MgCu2
252725,CaC2,CaC2-III(C12/m1)
43317,B2Ru,RuB2
617930,GdC2,CaC2-I(I4/mmm)
622747,ErCo2,Laves(cub)#MgCu2
56068,Mg2Ni,Mg2NiHx
629612,DyFe2,Laves(cub)#MgCu2
290464,CeO2,Fluorite#CaF2
252731,CaC2,CaC2-III(C12/m1)
102800,FeSn2,CuAl2
41272,TaSe2,NbS2(SmS)1.19_misfit(NbS2_part)
252719,CaC2,CaC2-III(C12/m1)
251210,YbBr2,CaCl2
103288,ErPt2,Laves(cub)#MgCu2
638737,HfO2,Baddeleyite#ZrO2(mP12)
651781,Zr2Sb,La2Sb
281227,SiO2,Si36O72
55549,Tb2Mg,CuZr2
44450,B2Mo,AlB2
111840,HoH2,Fluorite#CaF2
56054,ZrGe2,ZrSi2
251204,YbBr2,PbO2#Fe2N.94
635561,TiGa2,HfGa2
198902,YbAl2,Laves(cub)#MgCu2
647691,ZrO2,Baddeleyite#ZrO2(mP12)
680457,FeS2,Pyrite#FeS2(cP12)
155757,Fe2W,Laves(2H)#MgZn2
197402,ZrRe2,Laves(2H)#MgZn2
198057,GdPt2,Laves(cub)#MgCu2
653169,Te2W,WTe2
104518,NdIr2,Laves(cub)#MgCu2
161394,PbF2,Cotunnite#PbCl2
647108,YNi2,Laves(cub)#MgCu2
633689,SmFe2,Laves(cub)#MgCu2
58086,NpAl2,Laves(cub)#MgCu2
30448,Ni2B,Fe2B
608179,HoAl2,Laves(cub)#MgCu2
42960,SbRh2,Co2Si
658996,UAl2,Laves(cub)#MgCu2
291961,GdFe2,Laves(cub)#MgCu2
199413,TaS2,CdI2(hP3)
66626,Te2Au,AuTe2
196720,ZrB2,AlB2
615666,VB2,AlB2
88099,BaC2,NaCl(defect)
184324,SnO2,Rutile#TiO2
631908,GdFe2,Laves(cub)#MgCu2
291949,ZrV2,MgCu2(filled)-frame
158529,SiO2,Rutile#TiO2
197358,HoFe2,Laves(cub)#MgCu2
51934,TiO2,Rutile#TiO2
122285,Mn2B,CuAl2
104524,NpIr2,Laves(cub)#MgCu2
173960,ZrO2,Brookite#TiO2
23408,FeSi2,FeSi2(oS48)
182027,Li2O,Li2O
640883,IrO2,Rutile#TiO2
72647,NbS2,NbS2(SmS)1.19_misfit(NbS2_part)
49809,D2O,H2O(VIII)
180156,HoMn2,MgCu2(filled)-frame
44492,ZrB2,AlB2
629834,DyHg2,Cd2Ce
54681,PrI2,NbSeI
640882,NpIr2,Laves(cub)#MgCu2
648206,ThP2,Co2Si
24366,BaI2,Cotunnite#PbCl2
173961,ZrO2,Zirconia#ZrO2(HT)
615115,B2Os,RuB2
77058,ZnI2,CdCl2(3R)
95963,YC2,CaC2-I(I4/mmm)
180157,HoMn2,MgCu2(filled)-frame
76420,PbF2,Fluorite#CaF2
639399,HoMn2,Laves(cub)#MgCu2
647647,WO2,Rutile#TiO2
656992,HoMn2,Laves(cub)#MgCu2
184325,SnO2,Rutile#TiO2
429132,SnBr2,Cotunnite#PbCl2
88098,BaC2,CaC2-I(I4/mmm)
615667,VB2,AlB2
104525,NpIr2,Laves(cub)#MgCu2
56082,PuH2,Fluorite#CaF2
51935,TiO2,Rutile#TiO2
158528,SiO2,Rutile#TiO2
641550,LaNi2,Laves(cub)#MgCu2
103262,ErMg2,Laves(2H)#MgZn2
644400,Si2Mo,AlCr2#MoSi2
197371,Sn2Pt,Fluorite#CaF2
633688,SmFe2,Laves(cub)#MgCu2
608178,HoAl2,Laves(cub)#MgCu2
652504,VSi2,CrSi2
77716,ZrO2,ZrO2(oP12)
85580,SiO2,Zeolite-IFR-frame#Si32O64
291974,Mg2Pb,Fluorite#CaF2
640672,Tm2In,Ni2In#Co1.75Ge
609514,ThAl2,SmNiSb
113065,TiSe2,CdI2(hP3)
104519,NdIr2,Laves(cub)#MgCu2
653168,Te2W,WTe2
163569,SrH2,Cotunnite#PbCl2
92771,Na2S,TiNiSi#MgSrSi
643390,PuMn2,Laves(cub)#MgCu2
201354,SiO2,Quartz(low)#SiO2
10000,SrGe2,EuGe2#PtTe2
253374,CeO2,Fluorite#CaF2
44451,B2Mo,CaSi2(hR6)
638044,Th2Ge,CuAl2
647848,UOs2,Laves(cub)#MgCu2
608187,HoAl2,Laves(cub)#MgCu2
644399,Si2Mo,CrSi2
198903,TmAl2,Laves(cub)#MgCu2
251205,YbBr2,PbO2#Fe2N.94
251211,YbBr2,PbO2#Fe2N.94
623316,GdCo2,Laves(cub)#MgCu2
638050,TiGe2,TiSi2
252718,CaC2,CaC2-II(C12/c1)#ThC2
656951,LaRh2,Laves(cub)#MgCu2
55548,Er2Mg,CuZr2
651958,TaSe2,CdI2(hP3)
44445,MnB2,AlB2
281226,SiO2,Ferrierite(oP)-frame#Si36O72
652289,SrSi2,SrSi2
612875,Co2B,CuAl2
629613,DyFe2,Laves(cub)#MgCu2
86738,PbF2,Fluorite#CaF2
603788,TiS2,CdI2(hP3)
27848,AlO2,Diaspore#AlO(OH)
645905,Nd2Sb,La2Sb
57411,Li2O,Fluorite#CaF2
252730,CaC2,CaC2-II(C12/c1)#ThC2
630424,ErFe2,Laves(cub)#MgCu2
252724,CaC2,CaC2-II(C12/c1)#ThC2
87354,USe2,Cotunnite#PbCl2
636041,GdNi2,Laves(cub)#MgCu2
635548,TiGa2,HfGa2
102815,Ta2Co,CuAl2
43316,B2Os,RuB2
601404,ThRe2,Laves(2H)#MgZn2
629388,Ti2Cu,CuZr2
189371,Te2Ir,BaSi2#EuGe2
75459,ReS2,ReSe2
157419,CeO2,Fluorite#CaF2
103048,MgCu2,Laves(cub)#MgCu2
56280,Bi2Pd,CuZr2
199610,TiSi2,TiSi2
104041,ZrGa2,ZrGa2
189403,Te2Ir,BaSi2#EuGe2
611603,ZnAs2,ZnP2(mP)
38217,SiTe2,Ta2C
653418,ZrV2,Laves(cub)#MgCu2
624848,CoS2,Pyrite#FeS2(cP12)
26029,SrO2,Sr(OH)2
605886,TbAg2,AlCr2#MoSi2
604540,TmSi2,AlB2
635945,GdMn2,Laves(cub)#MgCu2
87181,NaO2,NaO2
65104,Te2Au,AuTe2
606357,CeAl2,Laves(cub)#MgCu2
609702,Zr2Al,Ni2In#Co1.75Ge
44874,LaH2,Fluorite#CaF2
650677,SmRu2,Laves(cub)#MgCu2
626939,ZrCr2,Laves(2H)#MgZn2
153657,MgB2,AlB2
36548,MnS2,Pyrite#FeS2(cP12)
105405,ThNi2,AlB2
198254,ScAl2,Laves(cub)#MgCu2
16698,HfGe2,ZrSi2
632780,NbFe2,Laves(2H)#MgZn2
623855,HoCo2,Laves(cub)#MgCu2
44860,GeRh2,TiNiSi#MgSrSi
621924,CeRh2,Laves(cub)#MgCu2
75303,SiO2,Cristobalite#SiO2
615459,SmB2,AlB2
103712,Zr2Fe,CuAl2
105388,TaNi2,AlCr2#MoSi2
42222,CdI2,CdI2(hP30)
633475,FeSe2,Pyrite#FeS2(cP12)
201142,NO2,N2O4
643186,MnO2,Rutile#TiO2
638534,ZrV2,MgCu2(filled)-frame
609931,CdAs2,CdAs2
637607,PrGe2,ThSi2
629439,YbCu2,CeCu2
42236,CdI2,CdI2(hP36)
42550,Tl2S,Tl2S
631510,Eu2Pb,Co2Si
72493,Mg2Ru,Mg2RuHx-frame
247671,D2Er,Fluorite#CaF2
42578,As2Ru,Marcasite#FeS2(oP6)
202305,UC2,CaC2-I(I4/mmm)
108690,PrRu2,Laves(cub)#MgCu2
259467,Te2W,WTe2
58520,KAu2,Laves(2H)#MgZn2
292070,NpFe2,Laves(cub)#MgCu2
260580,YbGa2,CaIn2
60901,ZrO2,Baddeleyite#ZrO2(mP12)
156934,ErMn2,Mn2ZrHx-frame#MgZn2
630140,DyRe2,Laves(2H)#MgZn2
641961,LaSi2,ThSi2
638508,ZrTi2,MgCu2(filled)-frame
618800,SmC2,CaC2-I(I4/mmm)
629405,TiCu2,Cu2Ti
639616,HoRe2,Laves(2H)#MgZn2
58252,ErAg2,AlCr2#MoSi2
259473,SrAl2,CeCu2
93123,ZrO2,Zirconia#ZrO2(HT)
629363,ThCu2,SmNiSb
98076,BaO2,Ba(OH)2
647525,ThO2,Fluorite#CaF2
617312,CeC2,CaC2-I(I4/mmm)
621878,CePt2,Laves(cub)#MgCu2
615505,TaB2,AlB2
197985,TiO2,Rutile#TiO2
122858,Mg2Si,Fluorite#CaF2
239218,SiO2,PbO2#Fe2N.94
104121,GdPt2,Laves(cub)#MgCu2
198308,ZrB2,AlB2
36414,TiO2,Rutile#TiO2
105559,PuOs2,Laves(cub)#MgCu2
151108,SiO2,Moganite#SiO2
639789,HoZn2,CeCu2
109377,FeS2,Pyrite#FeS2(cP12)
195638,MgZr2,MgZr2H6
199002,TaSi2,CrSi2
76024,TaO2,Rutile#TiO2
630961,Er2Pt,TiNiSi#MgSrSi
647531,ThO2,Fluorite#CaF2
604434,ZrS2,CdI2(hP3)
122864,Mg2Si,Fluorite#CaF2
37050,SrI2,SrI2
647519,TeO2,TeO2
649534,PtS2,BaSi2#EuGe2
181665,D2Zr,Fluorite#CaF2
197007,HfSi2,ZrSi2
623921,In2Co,Mg2Cu
403485,ZrO2,Baddeleyite#ZrO2(mP12)
197013,Zr2Fe,Ti2Ni
105571,ThOs2,Laves(cub)#MgCu2
626859,TaCr2,Laves(2H)#MgZn2
609662,YAl2,Laves(cub)#MgCu2
65702,FeF2,Rutile#TiO2
262552,SrAl2,H8Al2Eu
197775,SiNi2,Ni2In#Co1.75Ge
251198,YbBr2,PbO2#Fe2N.94
93094,SiO2,Quartz(low)#SiO2
635825,Gd2In,Ni2In#Co1.75Ge
198446,TiS2,CdI2(hP3)
77460,SiO2,Cristobalite(high)#SiO2
122870,Mg2Si,Fluorite#CaF2
197946,CrB2,AlB2
625405,CoTe2,Marcasite#FeS2(oP6)
651384,WS2,MoS2(4H)
638332,ZrMn2,Mn2ZrHx-frame#MgZn2
94062,FeAs2,Marcasite#FeS2(oP6)
236842,LaC2,CaC2-I(I4/mmm)
644945,NaPt2,Laves(cub)#MgCu2
104690,LaOs2,Laves(cub)#MgCu2
42342,LaTe2,PrOI
641183,YIr2,Laves(cub)#MgCu2
53529,FeS2,Pyrite#FeS2(cP12)
631464,EuO2,Cu2Sb
96113,Eu2Ge,TiNiSi#MgSrSi
100390,AlO2,FeOOH
257516,SiO2,Rutile#TiO2
625411,CoTe2,Marcasite#FeS2(oP6)
66592,GeO2,Quartz(low)#SiO2
614814,BMo2,CuAl2
633273,FeS2,Pyrite#FeS2(cP12)
639010,HfW2,Laves(cub)#MgCu2
605931,Ti2Ag,CuZr2
84259,SiO2,Zeolite-IFR-frame#Si32O64
41663,TiS2,CdI2(hP3)
629565,DyFe2,Laves(cub)#MgCu2
93731,AlO2,FeOOH
624055,LuCo2,Laves(cub)#MgCu2
239595,CrB2,AlB2
58440,DyAu2,AlCr2#MoSi2
108928,CdI2,CdI2(hP30)
657905,CeCo2,Laves(cub)#MgCu2
44069,TaAs2,OsGe2
611788,Dy2Au,Co2Si
608756,NdAl2,Laves(cub)#MgCu2
106252,TiAl2,ZrGa2
58871,BkIr2,Laves(cub)#MgCu2
36170,PbBr2,Co2Si
35479,MgO2,Pyrite#FeS2(cP12)
9481,BeF2,Quartz(high)#SiO2
624280,NbCo2,Laves(2H)#MgZn2
652316,TaSi2,CrSi2
37534,SnO2,Rutile#TiO2
33752,MnCl2,CdCl2(3R)
657508,RuSe2,Pyrite#FeS2(cP12)
172289,SiO2,Coesite#SiO2
622197,CeSi2,ThSi2
77676,Rb2O,Fluorite#CaF2
652470,USi2,ThSi2
189985,PbO2,MnO2
105001,YMn2,Laves(cub)#MgCu2
58681,BaTl2,CaIn2
36158,HgBr2,HgI2(oS12)
619115,YC2,CaC2-I(I4/mmm)
609460,TbAl2,Laves(cub)#MgCu2
610131,Cr2As,Cu2Sb
105773,PuPt2,Laves(cub)#MgCu2
197211,Hf2Cd,CuZr2
652302,Ta2Si,CuAl2
625161,SmCo2,Laves(cub)#MgCu2
94274,MgF2,Rutile#TiO2
647082,YNi2,Laves(cub)#MgCu2
150969,RbBi2,Laves(cub)#MgCu2
651186,TiS2,CdI2(hP3)
625607,YCo2,Laves(cub)#MgCu2
66784,ZrO2,Zirconia#ZrO2(HT)
642850,Mg2Sn,Fluorite#CaF2
120242,TiO2,MnO2(I4/M)
637217,NbGe2,CrSi2
638124,Ge2W,AlCr2#MoSi2
629997,DyNi2,Laves(cub)#MgCu2
104492,LuIr2,Laves(cub)#MgCu2
58130,AlPt2,Co2Si
635428,SmGa2,AlB2
150955,Mg2Pb,Fluorite#CaF2
198687,ZrCo2,Laves(cub)#MgCu2
68781,ZrO2,Zirconia#ZrO2(HT)
159965,FeO2,Diaspore#AlO(OH)
23596,Cu2S,Cu2S(mP144)
174171,MgCu2,Laves(cub)#MgCu2
182181,CeO2,Fluorite#CaF2
629993,DyNi2,Laves(cub)#MgCu2
638120,Ge2W,AlCr2#MoSi2
96315,ZrFe2,Laves(cub)#MgCu2
241172,HgI2,HgI2
66780,HfSb2,TiAs2
49763,SiBr2,Si5Br10
102795,NbCr2,Laves(cub)#MgCu2
633061,Fe2P,ZrNiAl#Fe2P
628327,MgCu2,Laves(cub)#MgCu2
647086,YNi2,Laves(cub)#MgCu2
80205,SiTe2,CdI2(hP3)
94270,MgF2,Rutile#TiO2
58108,Al2Os,AlCr2#MoSi2
246147,Mo2C,Fe2N-zeta
622622,DyCo2,Laves(cub)#MgCu2
680283,ZrO2,Fluorite#CaF2
635438,SmGa2,AlB2
40009,SiO2,Quartz(low)#SiO2
198683,HoC2,CaC2-I(I4/mmm)
43500,CoSb2,FeAsS#CoSb2
96329,Y2C,CdCl2(3R)
45171,SiO2,Coesite#SiO2
150945,DyAl2,Laves(cub)#MgCu2
631892,GdFe2,Laves(cub)#MgCu2
199589,NdCo2,MgCu2(filled)-frame
165732,NdGa2,AlB2
154289,SiO2,Quartz(low)#SiO2
105978,YbRh2,Laves(cub)#MgCu2
414328,Ba2N,Sr2N
201218,S2N,NS2
12983,MnBi2,CuAl2
194720,BiSe2,BiSe2
608746,NdAl2,Laves(cub)#MgCu2
24202,OsSe2,Pyrite#FeS2(cP12)
105993,Sn2Ru,CuAl2
60440,K2Se,Fluorite#CaF2
102742,ZrCo2,Laves(cub)#MgCu2
58861,ThBi2,PrOI
643551,ScMn2,Laves(2H)#MgZn2
106524,TaCr2,Laves(2H)#MgZn2
631879,GdFe2,Laves(cub)#MgCu2
651155,ThS2,Cotunnite#PbCl2
262768,SnO2,Rutile#TiO2
24570,FeSn2,CuAl2
619139,YbC2,CaC2-I(I4/mmm)
22101,VCl2,CdI2(hP3)
603161,UAl2,Laves(cub)#MgCu2
58875,CaCd2,CeCu2
104327,NaHg2,CaHg2
643223,Mn2P,ZrNiAl#Fe2P
104441,HoPt2,Laves(cub)#MgCu2
638691,Hf2Ni,CuAl2
106256,UAl2,Laves(cub)#MgCu2
633934,TiFe2,Laves(2H)#MgZn2
199238,Ti2Ag,CuZr2
26429,SiO2,Quartz(low)#SiO2
92832,MgB2,AlB2
634083,YFe2,Laves(cub)#MgCu2
25120,PdI2,PtI2
626487,CrO2,Rutile#TiO2
609464,TbAl2,Laves(cub)#MgCu2
606031,Al2Au,Fluorite#CaF2
58685,BaIn2,CeCu2
425644,GeSe2,GeS2(HT)
79893,BaI2,BaCl2
173193,Li2O,Fluorite#CaF2
197567,Co2B,CuAl2
189981,PbO2,MnO2
643579,MnSe2,Pyrite#FeS2(cP12)
601992,YFe2,Laves(cub)#MgCu2
35327,CrO2,Rutile#TiO2
638875,HfSb2,TiAs2
37530,DyCo2,Laves(cub)#MgCu2
634097,YFe2,Laves(cub)#MgCu2
257512,SiO2,Rutile#TiO2
66596,GeO2,Quartz(low)#SiO2
638444,PuH2,Fluorite#CaF2
42346,CmSe2,PrOI
641839,LaS2,LaS2(tP24)
164160,SiO2,SiO2(mS168)
236846,LaC2,CaC2-I(I4/mmm)
236852,LaC2,CaC2-I(I4/mmm)
